RowNumber,CustomerId,FullName,CreditScore,Province,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9224,15623489,Dương Hải Hà,543.0,Kiên Giang,Female,,0,128843.67,1,1,1,134612.48,0
9225,15667944,Phạm Thanh Trang,679.0,Hà Nội,Male,39.0,0,86843.61,1,0,1,159830.58,0
9226,15584928,Đỗ Thanh Trang,594.0,Bắc Ninh,Female,,4,,2,1,1,,0
9227,15779913,Đỗ Xuân Lan,586.0,Bình Dương,Male,27.0,5,130231.8,2,1,1,192427.16,0
9228,15644977,Trần Tuấn Phúc,776.0,Đà Nẵng,Female,31.0,5,0.0,2,1,0,92647.94,0
9229,15749679,Phạm Xuân Thảo,699.0,Đồng Nai,Male,39.0,2,109724.38,1,1,1,180022.39,0
9230,15629010,Ngô Phương Anh,847.0,Bà Rịa - Vũng Tàu,Female,35.0,5,111743.43,1,1,1,183584.14,0
9231,15768465,Đặng Xuân Thảo,,Bình Dương,Male,35.0,8,121309.17,2,1,1,28750.67,0
9232,15767781,Hoàng Ngọc Anh,648.0,Thanh Hóa,Male,38.0,10,82697.28,1,1,0,74846.67,0
9234,15722004,Hoàng Hữu Khánh,543.0,Nghệ An,Female,31.0,4,138317.94,1,0,0,,0
9236,15586680,Dương Tuấn Tuấn,462.0,Hải Phòng,Male,27.0,4,,1,1,0,80587.27,0
9237,15635388,Bùi Thùy Huyền,nan,Bình Dương,Male,47.0,6,89047.14,1,1,0,116286.25,0
9239,15639133,Đỗ Hoàng Dũng,773.0,Hải Phòng,Female,,4,0.0,2,1,0,129372.94,0
9240,15799653,Bùi Thị Trang,583.0,Hải Phòng,Female,32.0,7,94753.55,2,1,1,18149.03,0
9241,15723872,Lý Thanh Nam,589.0,Thừa Thiên Huế,Female,46.0,10,0.0,2,0,1,,0
9242,15775627,Hoàng Thùy Linh,509.0,Đồng Nai,Male,35.0,8,0.0,2,0,1,67431.28,0
9243,15630704,Hoàng Minh Phúc,612.0,Cần Thơ,Male,32.0,9,106520.73,2,1,0,177092.16,0
9244,15815534,Lê Hữu Hà,505.0,Quảng Ninh,Male,37.0,0,134006.39,1,1,1,93736.69,0
9245,15697249,Hoàng Ngọc Dũng,546.0,An Giang,Female,25.0,3,132837.7,1,1,0,131647.31,0
9246,15681316,Ngô Minh Thảo,681.0,Kiên Giang,Female,41.0,0,120549.29,2,1,0,175722.31,0
9247,15682523,Đỗ Ngọc Phúc,762.0,Hải Phòng,Male,20.0,1,139432.55,1,1,1,85606.83,0
9248,15650244,Hoàng Phương Khoa,786.0,An Giang,Male,29.0,7,,2,1,0,64945.57,0
9249,15648638,Lê Hải Lan,,Hải Phòng,Male,34.0,6,,2,1,0,190347.72,0
9250,15795747,Lý Hoàng Hà,787.0,Hà Nội,Female,39.0,7,171646.76,1,0,1,,0
9251,15607330,Ngô Phương Linh,713.0,Bình Dương,Male,42.0,0,109121.71,1,0,1,167873.49,0
9252,15624013,Phạm Ngọc Linh,,Bắc Ninh,Female,39.0,6,109844.81,1,1,0,25289.23,0
9253,15800805,Lê Thùy Khoa,451.0,Kiên Giang,Female,31.0,7,,1,0,1,20388.77,0
9254,15667321,Nguyễn Hải Phúc,121.0,Thừa Thiên Huế,Male,unknown,10,0.0,2,1,1,145089.64,0
9255,15601116,Vũ Xuân Tâm,686.0,Bắc Ninh,Male,32.0,6,0.0,2,1,1,,0
9257,15758451,Nguyễn Thanh Hà,765.0,Bình Dương,Male,37.0,7,102708.77,1,1,0,9087.81,0
9258,15688689,Đặng Thùy Phúc,678.0,Thanh Hóa,Female,37.0,8,149000.91,2,1,1,,0
9259,15652674,Vũ Ngọc Trang,539.0,Đà Nẵng,Male,20.0,0,83459.86,1,1,1,146752.67,0
9260,15806327,Võ Hữu Linh,,Thanh Hóa,Female,,3,,2,1,0,132562.23,0
9261,15649618,Vũ Ngọc Mai,799.0,Lâm Đồng,Female,unknown,7,167395.6,2,0,1,139537.43,0
9262,15677117,Đỗ Văn Tuấn,629.0,Đà Nẵng,Female,61.0,6,,2,1,1,,0
9263,15751445,Hoàng Thanh Phúc,734.0,Bắc Ninh,Female,52.0,6,71283.09,2,0,1,38984.37,0
9264,15749669,Võ Xuân Huyền,542.0,Kiên Giang,Female,31.0,3,,2,1,1,115217.59,0
9265,15656351,Đặng Văn Linh,414.0,Đà Nẵng,Male,60.0,3,0.0,2,1,1,93844.82,0
9267,15682273,Lê Phương Linh,683.0,Quảng Ninh,Female,38.0,5,127616.56,1,1,0,123846.07,0
9268,15580912,Nguyễn Xuân Lan,748.0,Thừa Thiên Huế,Male,32.0,5,154737.88,2,1,1,,0
9269,15785183,Nguyễn Thị Thảo,596.0,Đà Nẵng,Male,29.0,2,0.0,2,1,1,1591.19,0
9270,15705383,Lý Ngọc Khoa,642.0,Thừa Thiên Huế,Male,,4,125476.31,1,1,1,,0
9271,15712903,Lý Hữu Anh,499.0,An Giang,Female,,3,176511.08,1,1,1,153920.22,0
9272,15774285,Bùi Văn Phúc,130.0,Đồng Nai,Female,unknown,8,,1,1,1,71420.16,0
9273,15583138,Lý Ngọc Linh,739.0,An Giang,Male,42.0,2,141642.92,2,1,0,172149.76,0
9274,15740160,Vũ Tuấn Mai,616.0,Nghệ An,Male,31.0,1,0.0,2,1,1,54706.75,0
9275,15793425,Võ Hải Trang,,TP.HCM,Female,33.0,9,0.0,1,0,1,183358.21,0
9276,15749265,Võ Thanh Phúc,427.0,Hà Nội,Male,42.0,1,,1,1,1,57098.0,0
9278,15604832,Nguyễn Hải Huyền,633.0,Bình Dương,Male,29.0,7,0.0,1,1,1,130224.73,0
9279,15584580,Ngô Hoàng Khoa,443.0,Bình Dương,Male,35.0,6,161111.45,1,0,0,13946.66,0
9280,15573854,Lý Thị Lan,727.0,Hà Nội,Male,62.0,5,0.0,2,0,1,38652.96,0
9281,15614847,Võ Minh Khoa,,Cần Thơ,Female,45.0,6,72494.69,1,0,1,140041.78,0
9282,15679966,Hoàng Hữu Tuấn,661.0,TP.HCM,Female,unknown,3,133964.3,1,1,1,166187.1,0
9283,15799435,Nguyễn Hữu Khoa,619.0,Khánh Hòa,Male,34.0,1,0.0,1,1,0,139919.38,0
9284,15752186,Trần Xuân Tuấn,562.0,Hải Phòng,Female,27.0,3,0.0,2,1,0,,0
9285,15705544,Ngô Minh Tuấn,633.0,An Giang,Male,61.0,3,157201.48,1,0,1,50368.63,0
9286,15713632,Dương Hữu Hùng,551.0,Long An,Female,48.0,5,nan,1,0,0,94978.1,0
9288,15609176,Nguyễn Phương Linh,688.0,Đà Nẵng,Female,32.0,5,0.0,2,0,1,177607.77,0
9289,15769308,Đặng Hữu Hà,635.0,Cần Thơ,Female,,9,81231.85,2,1,0,196731.08,0
9290,15676810,Đỗ Hoàng Phúc,,Thanh Hóa,Female,31.0,1,81480.27,2,1,1,65234.6,0
9291,15634591,Nguyễn Xuân Huyền,850.0,Đồng Nai,Male,33.0,8,73059.38,1,1,1,186281.0,0
9292,15679804,Trần Ngọc Dũng,636.0,Nghệ An,Male,36.0,5,117559.05,2,1,1,111573.3,0
9293,15677764,Phạm Thanh Linh,461.0,Đồng Nai,Female,74.0,1,186445.31,2,1,1,196767.83,0
9294,15571917,Bùi Tuấn Minh,771.0,Quảng Ninh,Female,38.0,5,137657.71,2,1,0,72985.61,0
9295,15574608,Bùi Phương Phúc,713.0,Bắc Ninh,Male,36.0,8,133889.35,1,1,1,143265.65,0
9296,15740868,Bùi Hữu Dũng,658.0,Đà Nẵng,Female,45.0,9,134562.8,1,1,1,159268.67,0
9297,15702442,Phạm Thanh Tuấn,586.0,Nghệ An,Female,,9,100781.75,2,1,1,54448.41,0
9298,15699797,Dương Phương Lan,nan,Thừa Thiên Huế,Male,30.0,8,,1,0,0,31928.5,0
9299,15648047,Bùi Thị Phúc,742.0,Thừa Thiên Huế,Male,27.0,5,190125.43,2,0,0,21793.59,0
9301,15591628,Trần Xuân Anh,701.0,Thừa Thiên Huế,Male,41.0,9,164046.1,1,1,0,49405.93,0
9302,15583857,Trần Văn Lan,,Bắc Ninh,Female,43.0,4,123536.52,2,0,0,,0
9303,15752534,Võ Hải Tuấn,,Hải Phòng,Male,36.0,10,0.0,2,1,1,182867.84,0
9304,15741403,Vũ Thị Phúc,698.0,Kiên Giang,Female,38.0,1,171848.38,1,0,0,16957.45,0
9305,15783589,Nguyễn Tuấn Hà,,Bình Dương,Male,40.0,9,0.0,2,0,0,93717.55,0
9306,15598046,Lê Hữu Khoa,662.0,Đà Nẵng,Female,39.0,5,139562.05,2,1,0,61636.22,0
9307,15643330,Phạm Hoàng Hùng,594.0,Thanh Hóa,Male,37.0,2,0.0,2,0,1,95864.5,0
9308,15680405,Đỗ Hữu Linh,685.0,An Giang,Male,40.0,2,168001.34,2,1,1,,0
9309,15728683,Phạm Tuấn Anh,,An Giang,Male,27.0,0,0.0,2,0,1,131534.96,0
9310,15621644,Nguyễn Minh Phúc,678.0,Quảng Ninh,Male,83.0,6,123356.63,1,0,1,92934.41,0
9311,15733032,Trần Hữu Hà,651.0,An Giang,Male,47.0,2,0.0,2,1,1,119808.64,0
9313,15658946,Bùi Tuấn Mai,579.0,Hà Nội,Male,40.0,10,45408.85,2,1,0,18732.91,0
9314,15757912,Trần Thị Anh,722.0,Đà Nẵng,Female,37.0,0,125977.81,1,0,0,160162.42,0
9316,15653110,Vũ Thùy Trang,694.0,Cần Thơ,Male,42.0,8,133767.19,1,1,0,36405.21,0
9319,15611786,Đỗ Thị Linh,668.0,Hà Nội,Female,69.0,9,0.0,1,0,1,134483.07,0
9320,15575486,Lê Hoàng Anh,529.0,Kiên Giang,Female,27.0,1,0.0,2,1,1,37769.98,0
9321,15780215,Trần Minh Khánh,636.0,Bà Rịa - Vũng Tàu,Male,31.0,6,0.0,2,1,1,2382.61,0
9323,15739042,Nguyễn Xuân Hải,767.0,Bắc Ninh,Female,35.0,9,0.0,2,1,0,39511.61,0
9325,15778489,Phạm Hải Trang,780.0,Bà Rịa - Vũng Tàu,Male,71.0,9,142550.25,2,1,1,122506.78,0
9326,15786389,Dương Thanh Dũng,635.0,Kiên Giang,Female,,10,0.0,2,1,1,61994.2,0
9328,15624715,Lê Tuấn Tâm,,Thừa Thiên Huế,Female,40.0,2,0.0,1,1,1,5194.95,0
9329,15763093,Vũ Thùy Linh,540.0,Nghệ An,Female,35.0,7,128369.75,2,1,0,198256.15,0
9330,15572073,Phạm Văn Tâm,663.0,Đồng Nai,Male,35.0,5,0.0,2,1,1,62634.94,0
9331,15780256,Lê Hữu Minh,nan,TP.HCM,Male,,9,0.0,2,1,1,114006.35,0
9332,15659305,Trần Ngọc Dũng,605.0,TP.HCM,Male,19.0,8,166133.28,1,1,1,107994.99,0
9334,15714680,Phạm Xuân Huyền,755.0,Đồng Nai,Female,78.0,5,121206.96,1,1,1,,0
9335,15777217,Nguyễn Minh Thảo,641.0,Cần Thơ,Male,,10,0.0,2,1,1,180808.39,0
9336,15739123,Nguyễn Phương Hà,737.0,Long An,Male,50.0,4,127552.85,2,1,0,4225.11,0
9337,15594450,Hoàng Hoàng Trang,695.0,Bà Rịa - Vũng Tàu,Male,49.0,9,,1,1,0,135841.35,0
9339,15691543,Nguyễn Minh Lan,558.0,Bình Dương,Male,58.0,2,142537.18,1,1,1,88791.83,0
9340,15722845,Vũ Minh Trang,665.0,Thừa Thiên Huế,Male,,1,182781.74,2,1,1,63732.9,0
9341,15605804,Đỗ Thị Tuấn,238.0,Nghệ An,Male,118.0,10,,2,1,0,1364.54,0
9342,15702061,Võ Thị Linh,,Đồng Nai,Male,29.0,7,0.0,2,1,1,149184.15,0
9343,15694321,Dương Văn Thảo,nan,Cần Thơ,Female,28.0,3,0.0,2,1,0,53394.12,0
9344,15798749,Lê Hữu Khánh,845.0,Bà Rịa - Vũng Tàu,Female,43.0,3,152063.59,2,1,0,97910.06,0
9345,15720050,Đỗ Ngọc Dũng,727.0,Lâm Đồng,Female,28.0,2,110997.76,1,1,0,101433.76,0
9346,15758048,Nguyễn Ngọc Khánh,,Bắc Ninh,Male,50.0,2,148942.0,1,1,1,116944.3,0
9347,15805681,Vũ Tuấn Khánh,716.0,An Giang,Male,41.0,9,0.0,1,1,1,113267.48,0
9348,15802809,Ngô Thị Mai,134.0,Khánh Hòa,Female,126.0,0,805089.5308263433,1,1,1,181449.51,0
9349,15807239,Ngô Minh Nam,664.0,Cần Thơ,Female,34.0,7,93920.47,1,0,0,179913.98,0
9350,15749093,Hoàng Ngọc Hải,801.0,Bắc Ninh,Male,43.0,4,158713.08,2,0,0,98586.14,0
9351,15689344,Vũ Thanh Trang,615.0,Bà Rịa - Vũng Tàu,Male,42.0,4,,3,0,1,120321.09,0
9352,15606076,Nguyễn Xuân Khoa,718.0,Đồng Nai,Male,63.0,7,123204.88,1,1,1,100538.8,0
9353,15610090,Bùi Ngọc Linh,nan,Thanh Hóa,Male,40.0,8,,2,1,0,98931.5,0
9354,15693926,Đặng Hải Khánh,670.0,Bình Dương,Male,37.0,0,178742.71,1,1,1,194493.57,0
9355,15791501,Bùi Thanh Trang,590.0,Đồng Nai,Male,43.0,8,0.0,2,1,1,143628.31,0
9356,15621870,Phạm Văn Hùng,739.0,Nghệ An,Female,40.0,8,0.0,1,1,0,167030.51,0
9359,15729359,Trần Phương Thảo,837.0,Thanh Hóa,Female,29.0,9,0.0,2,1,1,41866.26,0
9361,15671934,Dương Thanh Linh,552.0,Thanh Hóa,Male,39.0,2,132906.88,1,0,1,149384.43,0
9362,15641773,Đỗ Hữu Trang,580.0,Khánh Hòa,Male,45.0,2,179334.83,2,1,1,169303.65,0
9363,15701972,Phạm Tuấn Hùng,,TP.HCM,Male,35.0,3,137179.39,1,1,1,37264.11,0
9364,15749114,Đỗ Minh Anh,634.0,Long An,Male,35.0,3,0.0,2,1,1,19515.48,0
9365,15780362,Phạm Văn Huyền,nan,Kiên Giang,Female,,9,nan,2,1,0,103068.22,0
9366,15753229,Võ Phương Nam,802.0,Bà Rịa - Vũng Tàu,Male,29.0,9,127414.55,1,1,1,134459.12,0
9367,15656009,Phạm Tuấn Hùng,736.0,Kiên Giang,Female,,6,0.0,1,1,0,70496.66,0
9369,15670492,Vũ Văn Huyền,737.0,Thanh Hóa,Male,28.0,8,0.0,2,1,0,106390.01,0
9370,15795458,Lý Văn Hà,nan,Nghệ An,Female,39.0,2,0.0,1,1,1,,0
9372,15781987,Đặng Văn Phúc,641.0,Bình Dương,Male,31.0,9,112494.99,1,1,1,32231.6,0
9373,15775826,Bùi Hữu Dũng,677.0,Đồng Nai,Male,30.0,1,78133.15,1,0,1,174225.88,0
9374,15807457,Đặng Minh Lan,641.0,Thừa Thiên Huế,Female,36.0,1,0.0,2,1,0,102021.39,0
9375,15632538,Đặng Hữu Phúc,658.0,Lâm Đồng,Female,32.0,5,,1,1,1,31484.76,0
9378,15709447,Đặng Hải Khoa,584.0,Thừa Thiên Huế,Female,26.0,0,146286.22,1,1,0,105105.35,0
9379,15762682,Lý Hải Lan,169.0,Khánh Hòa,Female,127.0,1,948610.4447535085,2,1,0,12674.68,0
9380,15626042,Phạm Thị Trang,,Bắc Ninh,Female,26.0,2,nan,2,1,1,93255.85,0
9381,15597109,Dương Ngọc Tâm,627.0,Đồng Nai,Male,70.0,1,94416.78,1,0,1,145299.5,0
9382,15756148,Hoàng Ngọc Hùng,765.0,TP.HCM,Male,45.0,2,91549.78,1,1,1,47139.44,0
9383,15665634,Hoàng Minh Phúc,645.0,Kiên Giang,Female,38.0,7,nan,1,1,1,167723.25,0
9384,15739997,Phạm Tuấn Nam,716.0,Long An,Female,unknown,2,nan,2,0,1,185900.88,0
9386,15759244,Võ Ngọc Dũng,687.0,Bắc Ninh,Male,44.0,8,95368.14,2,1,1,1787.85,0
9387,15672027,Hoàng Hải Linh,717.0,Bình Dương,Female,,10,102185.42,2,1,0,23231.93,0
9388,15594576,Ngô Văn Tâm,,Cần Thơ,Male,32.0,1,144875.71,1,0,0,187740.04,0
9389,15707138,Vũ Thị Thảo,,Bà Rịa - Vũng Tàu,Male,39.0,5,0.0,2,1,1,,0
9390,15756954,Trần Phương Tâm,538.0,Kiên Giang,Female,,2,0.0,1,1,1,80130.54,0
9391,15619130,Trần Tuấn Minh,752.0,Thừa Thiên Huế,Female,37.0,5,113291.05,2,1,1,132467.54,0
9392,15639665,Hoàng Minh Linh,846.0,Thừa Thiên Huế,Male,61.0,0,0.0,2,1,1,96202.44,0
9393,15571065,Nguyễn Hải Anh,532.0,Hà Nội,Female,39.0,0,0.0,2,1,0,,0
9395,15615753,Vũ Minh Tâm,597.0,TP.HCM,Female,35.0,8,131101.04,1,1,1,192852.67,0
9396,15800961,Võ Minh Trang,627.0,Cần Thơ,Male,52.0,1,76101.81,2,0,1,177238.35,0
9397,15763065,Hoàng Minh Lan,700.0,Khánh Hòa,Female,40.0,2,0.0,2,1,0,199753.97,0
9398,15672467,Lê Thanh Lan,766.0,Lâm Đồng,Female,52.0,7,92510.9,2,0,1,,0
9399,15752915,Dương Hữu Lan,488.0,Cần Thơ,Female,34.0,2,0.0,2,1,1,181270.84,0
9400,15744695,Bùi Minh Hà,694.0,Bình Dương,Male,39.0,5,77652.4,1,1,1,25407.59,0
9401,15584897,Lê Phương Hà,,An Giang,Female,31.0,3,98360.03,1,0,0,20973.8,0
9403,15674156,Đỗ Thị Minh,810.0,Đà Nẵng,Male,69.0,3,27288.43,1,1,1,110509.9,0
9404,15695465,Lê Thùy Mai,,Long An,Female,36.0,6,,1,1,0,164247.51,0
9405,15792232,Đặng Hoàng Hùng,595.0,Khánh Hòa,Female,43.0,5,0.0,2,0,0,105149.8,0
9407,15743760,Đặng Tuấn Tâm,850.0,Bình Dương,Male,31.0,6,,2,1,1,178747.43,0
9408,15652835,Võ Thanh Hùng,419.0,Đồng Nai,Female,27.0,2,121580.42,1,0,1,134720.51,0
9409,15767818,Bùi Ngọc Phúc,640.0,Quảng Ninh,Male,55.0,10,132436.34,1,1,0,978.66,0
9410,15591150,Vũ Thanh Tâm,570.0,Khánh Hòa,Male,,10,0.0,2,0,1,183387.12,0
9411,15734659,Đỗ Hải Nam,640.0,Bà Rịa - Vũng Tàu,Female,46.0,5,nan,2,1,0,155876.06,0
9413,15724648,Bùi Hải Lan,725.0,Cần Thơ,Male,26.0,6,,1,0,0,133720.57,0
9414,15737732,Võ Hải Nam,,Cần Thơ,Female,44.0,10,0.0,2,1,0,170634.49,0
9416,15750407,Đặng Thị Linh,768.0,Long An,Female,43.0,2,129264.05,2,0,0,19150.14,0
9417,15795370,Ngô Văn Tuấn,648.0,TP.HCM,Male,,6,131753.41,1,1,0,86894.67,0
9418,15656829,Đỗ Hải Hùng,577.0,Thanh Hóa,Female,33.0,6,0.0,2,1,0,57975.8,0
9419,15643794,Trần Thanh Lan,639.0,Bắc Ninh,Female,unknown,2,,1,1,1,82938.99,0
9420,15798605,Hoàng Tuấn Huyền,nan,Kiên Giang,Male,26.0,1,nan,1,1,1,79189.4,0
9421,15637324,Lê Thùy Huyền,657.0,Hải Phòng,Female,28.0,7,0.0,2,0,1,,0
9422,15589589,Đỗ Văn Lan,,TP.HCM,Male,,5,144094.2,1,1,0,44510.26,0
9423,15778936,Lý Thùy Linh,701.0,Bà Rịa - Vũng Tàu,Male,,9,147510.34,1,1,0,190611.92,0
9424,15757385,Bùi Thị Tâm,578.0,Lâm Đồng,Female,unknown,8,161592.76,1,1,0,177834.79,0
9425,15666200,Bùi Hoàng Linh,nan,Cần Thơ,Female,40.0,1,0.0,2,1,1,119446.64,0
9426,15683977,Ngô Tuấn Tuấn,,Bắc Ninh,Female,72.0,4,0.0,2,1,1,50267.69,0
9428,15584812,Lý Thùy Anh,693.0,Khánh Hòa,Female,39.0,0,,2,0,0,81901.6,0
9429,15752984,Nguyễn Văn Minh,737.0,Kiên Giang,Female,70.0,9,87542.89,2,1,1,42576.86,0
9430,15577913,Ngô Hoàng Thảo,651.0,Bắc Ninh,Female,unknown,8,144581.96,1,1,1,87609.5,0
9431,15591980,Đỗ Thùy Khoa,,Kiên Giang,Male,33.0,5,122568.05,2,1,1,82820.85,0
9432,15598948,Bùi Xuân Thảo,523.0,Thừa Thiên Huế,Female,24.0,5,172231.93,1,0,1,155144.12,0
9433,15574142,Dương Ngọc Trang,458.0,Lâm Đồng,Female,28.0,2,171932.26,2,1,1,9578.24,0
9434,15582903,Võ Phương Tâm,643.0,Kiên Giang,Male,,7,0.0,2,1,1,170392.59,0
9435,15733229,Võ Thanh Tuấn,193.0,Long An,Female,unknown,7,0.0,2,0,0,3946.29,0
9436,15635752,Trần Thanh Tâm,685.0,An Giang,Male,38.0,4,111798.06,2,1,1,,0
9437,15771000,Ngô Thị Minh,684.0,Kiên Giang,Male,,4,0.0,3,1,0,,0
9438,15804864,Đặng Ngọc Huyền,,Hải Phòng,Female,27.0,5,79336.61,1,1,1,26170.08,0
9440,15692226,Võ Phương Khoa,705.0,Quảng Ninh,Female,31.0,3,nan,1,1,1,58134.97,0
9442,15702656,Dương Phương Hùng,,Đà Nẵng,Female,33.0,1,96834.78,1,1,0,108764.69,0
9443,15606552,Phạm Minh Phúc,741.0,Kiên Giang,Male,37.0,9,105261.76,2,1,1,149503.54,0
9445,15781903,Vũ Thanh Lan,581.0,Đồng Nai,Male,41.0,2,,2,1,1,44205.95,0
9447,15580953,Trần Phương Hải,544.0,Nghệ An,Male,,4,73218.89,1,0,1,126796.69,0
9449,15628274,Đỗ Ngọc Lan,583.0,Quảng Ninh,Male,35.0,8,149995.72,2,1,0,42143.55,0
9450,15615444,Dương Minh Hải,663.0,Cần Thơ,Male,28.0,8,123674.28,2,1,1,87985.2,0
9451,15784010,Hoàng Hữu Anh,,Kiên Giang,Male,33.0,2,124125.26,1,1,0,81884.8,0
9453,15748616,Lê Phương Hùng,599.0,Thừa Thiên Huế,Male,27.0,5,0.0,2,1,0,30546.4,0
9454,15769402,Dương Tuấn Linh,667.0,Bình Dương,Male,27.0,7,156811.74,1,1,1,149402.59,0
9455,15739248,Vũ Thùy Phúc,nan,Lâm Đồng,Male,52.0,4,,2,1,1,118429.02,0
9456,15603481,Võ Hải Nam,689.0,Thanh Hóa,Female,55.0,4,0.0,2,1,1,58442.25,0
9457,15723604,Phạm Thanh Huyền,639.0,Lâm Đồng,Male,,6,150555.83,1,1,0,30414.17,0
9458,15797822,Đặng Xuân Khoa,,Quảng Ninh,Male,28.0,2,109137.12,1,1,1,58814.41,0
9459,15665064,Võ Ngọc Trang,523.0,Bình Dương,Male,36.0,8,158351.02,2,1,0,155304.53,0
9460,15640580,Đặng Xuân Trang,650.0,An Giang,Female,unknown,9,nan,1,1,0,187943.6,0
9461,15581089,Đặng Ngọc Minh,744.0,Quảng Ninh,Male,35.0,7,nan,2,1,1,43036.6,0
9462,15728605,Trần Xuân Linh,697.0,Đà Nẵng,Male,40.0,4,0.0,2,0,1,26543.28,0
9463,15737385,Đỗ Thùy Huyền,800.0,Nghệ An,Female,46.0,6,0.0,2,1,0,171928.04,0
9464,15714789,Trần Hoàng Thảo,,Lâm Đồng,Male,24.0,7,nan,1,0,1,35611.35,0
9465,15786035,Phạm Văn Anh,740.0,Hải Phòng,Male,39.0,9,0.0,2,1,0,19047.23,0
9466,15815259,Đỗ Hải Lan,835.0,Bình Dương,Female,56.0,2,0.0,2,1,1,,0
9468,15734850,Hoàng Văn Hùng,676.0,Hải Phòng,Male,36.0,1,82729.49,1,1,0,113810.12,0
9469,15638047,Nguyễn Tuấn Linh,613.0,Đồng Nai,Female,,9,142765.24,2,1,0,34749.65,0
9470,15674573,Đỗ Thị Thảo,,Quảng Ninh,Female,25.0,4,,1,1,1,56268.98,0
9471,15694859,Trần Phương Trang,,Bà Rịa - Vũng Tàu,Female,28.0,10,132932.14,2,1,1,46630.47,0
9472,15776404,Dương Minh Minh,523.0,Đà Nẵng,Male,22.0,8,123374.46,1,1,1,124906.59,0
9473,15579345,Đặng Xuân Linh,nan,Thanh Hóa,Female,74.0,0,161371.5,1,1,1,134869.93,0
9475,15631481,Nguyễn Phương Tâm,673.0,Hải Phòng,Male,,8,79563.36,2,1,1,172200.91,0
9476,15620988,Võ Ngọc Hùng,nan,Quảng Ninh,Male,46.0,2,0.0,2,1,0,137136.46,0
9477,15571529,Vũ Minh Nam,650.0,Bà Rịa - Vũng Tàu,Female,48.0,7,138232.24,1,1,0,57594.78,0
9480,15596212,Hoàng Thanh Huyền,189.0,Nghệ An,Male,115.0,1,0.0,2,0,0,42117.9,0
9481,15710687,Trần Thanh Tâm,593.0,Bình Dương,Female,33.0,0,95927.04,1,1,0,199478.05,0
9482,15613787,Bùi Hải Linh,505.0,Quảng Ninh,Male,35.0,8,116932.59,1,1,0,91092.84,0
9484,15675983,Bùi Thị Tuấn,nan,Khánh Hòa,Female,36.0,3,79551.12,1,0,1,,0
9485,15622370,Hoàng Thùy Minh,813.0,Thanh Hóa,Male,,1,,1,0,1,85808.22,0
9486,15656319,Hoàng Phương Thảo,850.0,An Giang,Male,37.0,4,88141.1,1,1,0,109659.12,0
9487,15605130,Vũ Hữu Hải,753.0,Kiên Giang,Male,unknown,6,177729.13,1,1,1,,0
9488,15672574,Vũ Ngọc Dũng,850.0,Quảng Ninh,Female,32.0,5,0.0,1,1,1,,0
9489,15659355,Trần Xuân Anh,671.0,An Giang,Male,32.0,6,123912.78,2,1,1,146636.44,0
9491,15655171,Ngô Hữu Khánh,624.0,Kiên Giang,Male,80.0,3,0.0,1,1,1,65801.44,0
9492,15619674,Đỗ Văn Hùng,185.0,Bắc Ninh,Female,unknown,4,,1,1,1,192486.24,0
9494,15617657,Lê Hải Linh,664.0,Bà Rịa - Vũng Tàu,Female,36.0,0,,1,1,1,146191.82,0
9496,15763460,Bùi Hải Hải,,Bình Dương,Male,33.0,10,183768.47,1,1,0,164119.35,0
9497,15756992,Phạm Xuân Huyền,701.0,Bắc Ninh,Male,unknown,1,0.0,2,1,0,163457.55,0
9498,15617454,Hoàng Phương Lan,684.0,Thừa Thiên Huế,Female,25.0,1,0.0,2,0,1,144978.47,0
9499,15701932,Phạm Hải Tâm,586.0,Quảng Ninh,Female,,6,140900.97,1,1,1,67288.89,0
9500,15700813,Đặng Minh Anh,522.0,Long An,Female,25.0,5,94049.92,2,1,0,103269.0,0
9501,15645600,Võ Thị Nam,739.0,Quảng Ninh,Female,27.0,8,98926.4,1,1,1,106969.98,0
9502,15634146,Hoàng Minh Khoa,835.0,Thanh Hóa,Male,18.0,2,142872.36,1,1,1,117632.63,0
9503,15686743,Nguyễn Xuân Nam,790.0,Long An,Male,,3,46057.96,2,1,1,189777.66,0
9504,15698792,Lê Hải Thảo,671.0,Bắc Ninh,Female,48.0,6,,1,0,1,66032.65,0
9505,15591724,Đỗ Hữu Linh,560.0,Lâm Đồng,Female,44.0,5,143244.97,1,1,0,98661.27,0
9506,15571281,Lý Hoàng Tuấn,nan,Đà Nẵng,Male,28.0,10,79562.98,1,1,1,74687.37,0
9507,15661380,Nguyễn Thị Hà,682.0,Bà Rịa - Vũng Tàu,Male,69.0,6,0.0,2,0,1,149604.18,0
9508,15728885,Nguyễn Xuân Lan,808.0,Bình Dương,Male,41.0,0,0.0,1,1,1,79888.78,0
9509,15618950,Lê Hữu Hà,,Hà Nội,Male,26.0,8,96659.64,2,1,1,138775.69,0
9510,15609804,Vũ Thùy Tuấn,688.0,Lâm Đồng,Male,29.0,1,0.0,2,1,0,154695.57,0
9511,15735849,Võ Ngọc Nam,617.0,Nghệ An,Female,26.0,2,165947.99,2,0,1,168834.38,0
9512,15652948,Ngô Hoàng Mai,738.0,TP.HCM,Male,,4,92676.3,1,1,0,105817.63,0
